id,cities,registration_date,start_date,days_reg_to_start,is_prospective,start_2006_2018,iv_status,recruitment_status,iv_interventional,study_type
NCT01083030,Homburg,2010-03-04,2010-03-01T00:00:00Z,-3,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01083394,TU München,2010-02-26,2010-03-01T00:00:00Z,3,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01084382,Giessen,2010-03-09,2010-04-01T00:00:00Z,23,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01084408,Homburg,2010-03-09,2010-03-01T00:00:00Z,-8,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01086839,Jena,2010-03-12,2010-03-01T00:00:00Z,-11,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01087515,Hannover,2010-03-12,2010-03-01T00:00:00Z,-11,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01088256,Bochum,2010-03-16,2011-02-01T00:00:00Z,322,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01088308,Aachen,2010-03-11,2010-03-01T00:00:00Z,-10,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01088672,Kiel,2010-03-15,2010-02-01T00:00:00Z,-42,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01089231,Hannover,2010-03-17,2010-03-01T00:00:00Z,-16,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01092533,Tübingen,2010-03-23,2010-03-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01094080,LMU München,2010-02-01,2010-02-01T00:00:00Z,0,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01094145,Köln,2010-03-25,2010-01-01T00:00:00Z,-83,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01095263,Bonn,2010-03-24,2011-04-01T00:00:00Z,373,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01095926,Münster,2010-03-22,2010-05-01T00:00:00Z,40,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01096277,Hannover,2010-03-26,2010-10-01T00:00:00Z,189,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01097434,TU München,2010-03-31,2010-04-01T00:00:00Z,1,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01097967,Münster,2010-04-01,2010-07-01T00:00:00Z,91,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01098565,Kiel,2010-03-25,2010-04-01T00:00:00Z,7,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01101139,TU München,2010-04-08,2010-04-01T00:00:00Z,-7,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01103284,Giessen,2010-04-13,2010-04-01T00:00:00Z,-12,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01105078,Frankfurt,2010-04-15,2010-05-01T00:00:00Z,16,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01105143,Berlin,2010-04-14,2012-03-01T00:00:00Z,687,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01105351,Homburg,2010-04-15,2010-06-01T00:00:00Z,47,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01105403,Heidelberg,2010-04-13,2009-04-01T00:00:00Z,-377,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01105728,TU München,2010-04-15,2010-04-01T00:00:00Z,-14,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01106365,Berlin,2010-04-16,2010-02-01T00:00:00Z,-74,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01106391,Leipzig,2010-04-16,2010-03-01T00:00:00Z,-46,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01106820,Heidelberg Mannheim,2010-04-14,2010-04-01T00:00:00Z,-13,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01108042,Jena,2010-04-14,2009-11-01T00:00:00Z,-164,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01108133,Mannheim,2010-04-20,2010-10-01T00:00:00Z,164,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01108146,Mannheim,2010-02-16,2008-10-01T00:00:00Z,-503,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01109966,Berlin,2010-03-29,2010-06-01T00:00:00Z,64,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01111448,Dresden,2010-04-23,2010-04-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01112579,Berlin,2010-04-16,2010-04-01T00:00:00Z,-15,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01114165,Münster,2010-04-23,2010-05-01T00:00:00Z,8,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01115101,Rostock,2010-04-27,2009-07-01T00:00:00Z,-300,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01115192,Köln,2010-05-03,2010-05-01T00:00:00Z,-2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01116466,Göttingen,2010-04-23,2009-08-01T00:00:00Z,-265,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01117519,Berlin,2010-05-03,2010-05-01T00:00:00Z,-2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01117597,Berlin,2010-05-04,2010-04-01T00:00:00Z,-33,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01117649,Berlin,2010-04-28,2010-05-01T00:00:00Z,3,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01117662,Hannover,2010-04-28,2012-05-01T00:00:00Z,734,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01119053,Göttingen,2010-05-05,2009-11-01T00:00:00Z,-185,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01119261,Ulm,2010-05-04,2010-11-01T00:00:00Z,181,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01119274,Ulm,2010-05-04,2010-11-01T00:00:00Z,181,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01119300,Ulm,2010-05-04,2011-01-01T00:00:00Z,242,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01119469,Frankfurt,2010-05-05,2010-06-01T00:00:00Z,27,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01120301,Heidelberg,2010-05-05,2010-09-01T00:00:00Z,119,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01122433,Mainz,2010-05-05,2010-04-01T00:00:00Z,-34,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01122693,Berlin,2010-05-10,2010-01-01T00:00:00Z,-129,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01123811,Mainz,2010-05-07,2006-05-01T00:00:00Z,-1467,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01125410,LMU München,2010-05-11,2007-01-01T00:00:00Z,-1226,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01125813,Bonn,2010-05-17,2010-06-01T00:00:00Z,15,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01126216,Erlangen,2010-05-17,2010-06-01T00:00:00Z,15,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01126645,Magdeburg,2010-05-17,2010-12-01T00:00:00Z,198,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01126866,Heidelberg,2010-05-12,2009-06-01T00:00:00Z,-345,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01128751,Giessen,2010-05-18,2010-03-01T00:00:00Z,-78,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01129999,Hamburg Tübingen,2010-05-24,2010-09-01T00:00:00Z,100,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01134757,Frankfurt,2010-06-01,2011-01-01T00:00:00Z,214,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01135745,Freiburg Lübeck,2010-05-05,2010-04-01T00:00:00Z,-34,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01136395,Giessen Heidelberg,2010-06-02,2010-01-01T00:00:00Z,-152,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01137305,Marburg,2010-06-02,2008-06-01T00:00:00Z,-731,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01137734,Leipzig,2010-05-24,2010-03-01T00:00:00Z,-84,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01137916,Heidelberg Mannheim,2010-06-02,2010-06-01T00:00:00Z,-1,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01138540,Frankfurt,2010-06-04,2010-11-01T00:00:00Z,150,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01138579,TU München,2010-06-04,2010-08-01T00:00:00Z,58,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01139177,Leipzig,2010-06-04,2009-04-01T00:00:00Z,-429,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01139424,Lübeck,2010-05-28,2010-06-01T00:00:00Z,4,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01143233,Berlin,2010-06-11,2010-04-01T00:00:00Z,-71,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01143272,Hamburg,2010-06-11,2010-06-01T00:00:00Z,-10,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01144429,Berlin,2010-06-10,2010-06-01T00:00:00Z,-9,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01145092,Düsseldorf,2010-06-14,2006-02-01T00:00:00Z,-1594,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01145248,Heidelberg Ulm,2010-06-14,2006-01-01T00:00:00Z,-1625,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01145404,Heidelberg,2010-05-21,2010-06-01T00:00:00Z,11,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01145924,Heidelberg,2010-06-07,2010-01-01T00:00:00Z,-157,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01146821,Dresden Giessen,2010-06-17,2013-10-01T00:00:00Z,1202,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01148173,Berlin,2010-06-21,2007-10-01T00:00:00Z,-994,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01148264,Halle,2010-06-21,2010-07-01T00:00:00Z,10,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01149109,Bonn,2010-06-14,2010-10-01T00:00:00Z,109,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01149304,Magdeburg,2010-06-04,2009-06-01T00:00:00Z,-368,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01153139,Tübingen,2010-04-23,2010-04-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01153750,Dresden,2010-04-01,2007-04-01T00:00:00Z,-1096,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01154270,Heidelberg,2010-06-29,2010-06-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01157962,Berlin,2010-06-22,2010-01-01T00:00:00Z,-172,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01159366,Jena Leipzig,2010-07-08,2006-07-01T00:00:00Z,-1468,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01160419,LMU München,2009-10-22,2009-12-01T00:00:00Z,40,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01163734,Göttingen,2010-07-12,2010-04-01T00:00:00Z,-102,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01165671,Heidelberg,2010-07-13,2010-07-01T00:00:00Z,-12,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01165970,Berlin,2010-06-30,2009-01-01T00:00:00Z,-545,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01166308,Heidelberg,2010-07-19,2010-12-01T00:00:00Z,135,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01167075,Hannover,2010-07-21,2006-02-01T00:00:00Z,-1631,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01168557,Aachen,2010-07-22,2010-07-01T00:00:00Z,-21,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01170936,Berlin,2010-07-26,2010-07-01T00:00:00Z,-25,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01170949,Berlin,2010-01-12,2008-09-01T00:00:00Z,-498,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01170988,Frankfurt,2010-07-27,2010-08-01T00:00:00Z,5,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01171274,Duisburg,2010-07-23,2010-08-01T00:00:00Z,9,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01171339,Frankfurt Heidelberg,2010-07-27,2010-08-01T00:00:00Z,5,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01171820,Duisburg,2010-04-01,2006-11-01T00:00:00Z,-1247,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01172769,Hannover,2010-07-07,2010-06-01T00:00:00Z,-36,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01174420,Köln,2010-08-02,2009-11-01T00:00:00Z,-274,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01175265,Duisburg,2010-07-13,2008-11-01T00:00:00Z,-619,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01175694,Erlangen,2010-08-04,2010-01-01T00:00:00Z,-215,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01176110,Berlin,2010-07-29,2010-07-01T00:00:00Z,-28,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01176214,Erlangen,2010-07-26,2010-07-01T00:00:00Z,-25,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01176565,Heidelberg,2010-08-04,2011-05-15T00:00:00Z,284,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01176734,Regensburg,2010-08-05,2010-01-01T00:00:00Z,-216,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01178255,Berlin,2010-08-09,2010-08-01T00:00:00Z,-8,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01178437,Erlangen,2010-07-29,2009-08-01T00:00:00Z,-362,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01178905,Tübingen,2010-07-26,2010-08-01T00:00:00Z,6,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01179789,Berlin,2010-08-05,2009-10-01T00:00:00Z,-308,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01179971,Berlin Jena,2010-08-04,2008-12-01T00:00:00Z,-611,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01180205,Mainz,2010-08-04,2010-08-01T00:00:00Z,-3,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01180322,Ulm,2010-08-02,2010-11-01T00:00:00Z,91,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01180400,Hamburg,2010-08-05,2010-09-01T00:00:00Z,27,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01180504,Heidelberg,2010-08-11,2010-08-01T00:00:00Z,-10,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01181206,TU München,2010-08-11,2010-08-01T00:00:00Z,-10,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01181401,Berlin,2010-08-12,2010-08-01T00:00:00Z,-11,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01183767,Berlin,2010-08-17,2010-12-30T00:00:00Z,135,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01184430,Berlin,2010-08-17,2013-08-01T00:00:00Z,1080,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01184586,Hannover,2010-08-17,2011-11-01T00:00:00Z,441,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01185951,Hannover,2010-08-17,2007-01-01T00:00:00Z,-1324,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01186263,Magdeburg,2010-07-23,2010-07-01T00:00:00Z,-22,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01186510,Frankfurt,2010-08-19,2010-08-01T00:00:00Z,-18,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01186640,Köln,2010-08-20,2010-06-01T00:00:00Z,-80,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01186783,Halle,2010-08-17,2010-05-01T00:00:00Z,-108,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01187134,Jena,2010-08-20,2011-07-01T00:00:00Z,315,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01187277,Berlin,2010-08-20,2011-01-01T00:00:00Z,134,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01187303,Köln,2010-08-19,2011-05-01T00:00:00Z,255,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01187797,Berlin,2010-08-09,2010-08-01T00:00:00Z,-8,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01187888,LMU München,2010-08-20,2010-01-01T00:00:00Z,-231,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01188902,LMU München,2010-08-25,2010-08-01T00:00:00Z,-24,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01190371,Heidelberg,2010-08-24,2011-04-01T00:00:00Z,220,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01191359,Bonn,2010-08-27,2010-01-01T00:00:00Z,-238,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01191632,Heidelberg,2010-08-20,2010-03-01T00:00:00Z,-172,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01192087,Heidelberg,2010-08-30,2012-06-01T00:00:00Z,641,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01192269,LMU München,2010-08-16,2010-08-01T00:00:00Z,-15,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01195896,Ulm,2010-09-03,2010-09-01T00:00:00Z,-2,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01197508,LMU München,2010-09-08,2010-09-01T00:00:00Z,-7,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01197885,Duisburg,2010-09-06,2010-09-01T00:00:00Z,-5,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01199133,Berlin,2010-09-09,2009-10-01T00:00:00Z,-343,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01199276,Aachen,2010-09-09,2010-09-01T00:00:00Z,-8,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01199783,Bochum,2010-04-29,2011-07-01T00:00:00Z,428,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01200121,Halle,2010-09-09,2010-02-01T00:00:00Z,-220,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01200420,Frankfurt,2010-09-09,2010-09-01T00:00:00Z,-8,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01200472,Erlangen,2010-04-08,2010-08-01T00:00:00Z,115,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01200784,Berlin,2010-09-10,2010-08-01T00:00:00Z,-40,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01203254,LMU München,2010-09-15,2010-10-01T00:00:00Z,16,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01205906,Mainz,2010-09-17,2010-05-01T00:00:00Z,-139,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01205919,Mainz,2010-09-17,2010-05-01T00:00:00Z,-139,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01206790,Ulm,2010-09-21,2009-06-01T00:00:00Z,-477,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01207388,Frankfurt Würzburg,2010-09-21,2010-11-01T00:00:00Z,41,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01207960,Münster,2010-06-29,2010-01-01T00:00:00Z,-179,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01208194,Halle,2010-08-27,2010-06-01T00:00:00Z,-87,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01208649,Bochum,2010-09-23,2008-07-01T00:00:00Z,-814,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01209208,Hamburg,2010-09-23,2010-05-01T00:00:00Z,-145,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01209286,Würzburg,2010-09-23,2010-10-01T00:00:00Z,8,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01209377,Giessen TU München,2010-06-17,2010-04-01T00:00:00Z,-77,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01209637,Leipzig,2010-09-24,2010-03-01T00:00:00Z,-207,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01210729,Homburg,2010-09-27,2010-09-01T00:00:00Z,-26,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01212302,Bochum,2010-09-29,2008-10-01T00:00:00Z,-728,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01213667,Köln,2010-10-01,2010-01-01T00:00:00Z,-273,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01214278,Hannover,2010-10-04,2010-10-01T00:00:00Z,-3,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01215266,Duisburg,2010-10-01,2006-10-01T00:00:00Z,-1461,FALSE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01216371,Duisburg,2010-10-06,2010-10-01T00:00:00Z,-5,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01216605,Freiburg,2010-10-06,2009-11-01T00:00:00Z,-339,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01216644,Frankfurt,2010-06-30,2010-08-01T00:00:00Z,32,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01216696,Heidelberg,2010-09-27,2010-11-01T00:00:00Z,35,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01217528,Bonn,2010-09-10,2009-08-01T00:00:00Z,-405,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01218165,Berlin,2010-10-08,2010-05-01T00:00:00Z,-160,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01218217,LMU München,2010-10-08,2010-11-01T00:00:00Z,24,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01219231,Berlin,2010-10-12,2010-08-01T00:00:00Z,-72,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01219244,Berlin,2010-10-12,2010-08-01T00:00:00Z,-72,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01220752,Heidelberg,2010-10-12,2010-11-01T00:00:00Z,20,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01220856,Dresden,2010-10-07,2010-07-28T00:00:00Z,-71,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01220908,Heidelberg,2010-09-30,2008-01-01T00:00:00Z,-1003,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01221246,Erlangen,2010-10-11,2011-03-08T00:00:00Z,148,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01221493,Heidelberg,2010-10-14,2010-04-01T00:00:00Z,-196,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01221571,Köln Würzburg,2010-10-05,2010-10-01T00:00:00Z,-4,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01221779,Berlin,2010-10-13,2011-01-01T00:00:00Z,80,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01221948,Köln,2010-10-08,2010-10-01T00:00:00Z,-7,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01222559,Mannheim,2010-10-15,2010-10-01T00:00:00Z,-14,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01223677,Münster,2010-10-12,2010-10-01T00:00:00Z,-11,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01224379,Köln,2010-10-19,2011-01-01T00:00:00Z,74,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01225133,Berlin,2010-10-06,2010-10-01T00:00:00Z,-5,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01225575,Mannheim,2010-10-18,2010-10-01T00:00:00Z,-17,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01226238,Lübeck,2010-10-20,2010-10-01T00:00:00Z,-19,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01227304,TU München,2010-10-21,2010-07-01T00:00:00Z,-112,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01228149,Mainz,2010-08-20,2010-08-01T00:00:00Z,-19,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01228162,Hannover,2010-10-25,2010-09-01T00:00:00Z,-54,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01228799,Würzburg,2010-10-20,2010-06-01T00:00:00Z,-141,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01229033,TU München,2010-10-26,2010-01-01T00:00:00Z,-298,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01229306,TU München,2010-10-26,2010-07-01T00:00:00Z,-117,FALSE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01229475,TU München,2010-10-26,2010-10-01T00:00:00Z,-25,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01229631,Würzburg,2010-10-26,2017-05-22T00:00:00Z,2400,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01229774,Regensburg,2010-10-27,2011-02-01T00:00:00Z,97,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01230073,TU München,2010-10-26,2011-02-01T00:00:00Z,98,TRUE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01230086,TU München,2010-10-26,2010-08-01T00:00:00Z,-86,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01230359,Heidelberg,2010-10-27,2010-04-01T00:00:00Z,-209,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01230723,TU München,2010-10-28,2010-10-01T00:00:00Z,-27,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01231217,Heidelberg,2010-10-27,2010-10-01T00:00:00Z,-26,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01231854,Dresden,2010-10-29,2010-11-01T00:00:00Z,3,TRUE,TRUE,TRUE,Terminated,TRUE,Interventional
NCT01233180,Duisburg,2010-11-02,2010-09-01T00:00:00Z,-62,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01234194,Bonn,2010-11-03,2009-11-01T00:00:00Z,-367,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01234233,Kiel Lübeck,2010-09-09,2010-03-01T00:00:00Z,-192,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01234389,Erlangen,2010-11-02,2009-10-01T00:00:00Z,-397,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
NCT01234662,Berlin,2010-11-03,2010-11-01T00:00:00Z,-2,TRUE,TRUE,TRUE,Unknown status,TRUE,Interventional
NCT01235286,Hannover,2010-11-04,2010-09-01T00:00:00Z,-64,FALSE,TRUE,TRUE,Completed,TRUE,Interventional
